iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,          7.869,0.156658,0.155855,0.450089,1,0.209106,68.4588
200,         23.454,0.156658,0.155855,0.432434,1,0.217026,89.0778
300,         39.062,0.156658,0.15625,0.364075,1,0.170059,93.2958
400,         54.688,0.156658,0.15625,0.484802,1,0.216553,95.137
500,         70.312,0.156658,0.15625,0.482574,1,0.231552,96.1598
600,         85.831,0.151839,0.148881,0.821091,0.969238,0.300995,96.7789
700,        100.034,0.139981,0.139621,0.82724,0.893539,0.299973,97.0224
800,        113.750,0.134261,0.132976,0.827332,0.857025,0.298645,97.325
900,        127.520,0.152759,0.15189,0.943665,0.975113,0.295837,97.4522
1000,        142.978,0.156659,0.156053,0.915085,1,0.281937,97.6808
1100,        158.558,0.154074,0.153155,0.846359,0.983505,0.300385,97.8775
1200,        173.869,0.155409,0.153285,0.845856,0.99202,0.300629,98.005
1300,        189.375,0.156659,0.15625,0.785446,1,0.269501,98.0892
1400,        205.000,0.156659,0.15625,0.663528,1,0.210556,98.2149
1500,        220.597,0.155488,0.155222,0.606537,1.00017,0.209412,98.3216
1600,        235.911,0.153038,0.151441,0.528519,1.00015,0.205078,98.3856
1700,        251.043,0.151084,0.150455,0.490204,1.00011,0.20314,98.456
1800,        265.982,0.149427,0.148802,0.470901,1.00011,0.207016,98.5119
1900,        280.806,0.147986,0.147646,0.493774,1.00008,0.192947,98.5757
2000,        295.468,0.146962,0.146199,0.509476,1.00006,0.154358,98.6194
2100,        310.081,0.146213,0.145391,0.523773,1.00006,0.16983,98.6703
2200,        324.621,0.145534,0.145391,0.584824,1.00003,0.17807,98.7162
2300,        339.130,0.145026,0.144928,0.613556,1.00005,0.189835,98.7661
2400,        353.530,0.144622,0.143768,0.627441,1.00003,0.194931,98.7939
2500,        367.933,0.144284,0.144231,0.637039,1.00002,0.185928,98.8296
2600,        382.268,0.144018,0.143178,0.608566,1.00002,0.178329,98.8531
2700,        396.603,0.143783,0.143541,0.590164,1.00002,0.197021,98.8807
2800,        410.957,0.143586,0.143541,0.593262,1.00002,0.19548,98.9165
2900,        425.143,0.143409,0.142857,0.596802,1,0.185532,98.9151
3000,        439.429,0.143273,0.142857,0.599548,1,0.187241,98.9394
3100,        453.714,0.143157,0.142857,0.601791,1,0.18512,98.9649
3200,        468.000,0.143044,0.142857,0.600586,1,0.167587,98.9914
3300,        482.286,0.142952,0.142857,0.601303,1,0.188995,99.0184
3400,        496.571,0.142878,0.142857,0.600647,1,0.178879,99.0455
3500,        510.711,0.142819,0.14218,0.597443,1,0.177887,99.044
3600,        524.929,0.142769,0.14218,0.570129,1,0.169479,99.0582
3700,        539.147,0.142725,0.14218,0.561584,1,0.1604,99.0726
3800,        553.365,0.142678,0.14218,0.554993,1,0.162674,99.0871
3900,        567.583,0.142638,0.14218,0.54567,1,0.171143,99.1016
4000,        581.801,0.142608,0.14218,0.533981,1.00002,0.164444,99.116
4100,        596.019,0.142582,0.14218,0.530457,1,0.151001,99.1301
4200,        610.237,0.142558,0.14218,0.532974,1,0.153778,99.144
4300,        624.455,0.142538,0.14218,0.519485,1,0.151764,99.1577
4400,        638.673,0.142523,0.14218,0.500259,1.00002,0.151993,99.1709
4500,        652.891,0.142506,0.14218,0.499924,1,0.152496,99.1839
4600,        667.109,0.14249,0.14218,0.497284,1,0.152832,99.1966
4700,        681.327,0.142477,0.14218,0.497238,1,0.153244,99.2089
4800,        695.545,0.142467,0.14218,0.496902,1,0.153214,99.2209
4900,        709.763,0.142456,0.14218,0.496628,1,0.153305,99.2325
5000,        723.981,0.142447,0.14218,0.509491,1,0.153442,99.2439
5100,        738.199,0.142438,0.14218,0.534348,1,0.153595,99.2549
5200,        752.417,0.142432,0.14218,0.550598,1,0.153351,99.2656
5300,        766.635,0.142425,0.14218,0.565552,1,0.153076,99.276
5400,        780.853,0.142419,0.14218,0.567612,1,0.153137,99.2861
5500,        795.071,0.142414,0.14218,0.574371,1,0.153198,99.2959
5600,        809.289,0.14241,0.14218,0.578247,1,0.153366,99.3054
5700,        823.507,0.142406,0.14218,0.582932,1,0.153442,99.3146
5800,        837.725,0.142401,0.14218,0.584412,1,0.153488,99.3236
5900,        851.943,0.142399,0.14218,0.584473,1,0.153595,99.3323
6000,        866.161,0.142397,0.14218,0.585129,1,0.153625,99.3407
6100,        880.379,0.142393,0.14218,0.582397,1,0.153625,99.349
6200,        894.597,0.14239,0.14218,0.580643,1,0.153641,99.3569
6300,        908.815,0.142388,0.14218,0.574661,1,0.153671,99.3647
6400,        923.033,0.142386,0.14218,0.573761,1,0.153732,99.3722
6500,        937.251,0.142386,0.14218,0.57225,1,0.153763,99.3796
6600,        951.469,0.142384,0.14218,0.572464,1,0.153778,99.3867
6700,        965.687,0.142382,0.14218,0.57312,1,0.153793,99.3936
6800,        979.905,0.142382,0.14218,0.573334,1,0.153824,99.4004
6900,        994.123,0.14238,0.14218,0.575363,1,0.153854,99.4069
7000,       1008.341,0.142377,0.14218,0.575012,1,0.153854,99.4133
7100,       1022.559,0.142377,0.14218,0.574921,1,0.153885,99.4196
