iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,          6.749,0.107369,0.107149,0.573059,0.616776,0.272568,77.247
200,         19.262,0.127054,0.126329,0.536484,0.729858,0.178329,89.094
300,         30.505,0.102215,0.102058,0.498932,0.587173,0.218048,92.5719
400,         41.452,0.114864,0.114494,0.676926,0.676361,0.219711,94.333
500,         51.709,0.107405,0.106301,0.66156,0.678268,0.219009,95.3916
600,         61.692,0.093635,0.0934267,0.460358,0.58223,0.219894,96.0024
700,         71.272,0.101014,0.100688,0.50264,0.640594,0.219986,96.5018
800,         82.245,0.113411,0.112395,0.576965,0.734497,0.215591,96.8699
900,         93.509,0.113419,0.113208,0.621796,0.735001,0.183334,97.1888
1000,        104.795,0.112718,0.11263,0.625,0.735779,0.181183,97.4698
1100,        115.979,0.112036,0.111699,0.605637,0.736542,0.194153,97.6539
1200,        127.016,0.111828,0.111572,0.591736,0.737183,0.184525,97.7617
1300,        138.135,0.110909,0.110888,0.587402,0.738052,0.181839,97.9234
1400,        149.042,0.109616,0.106418,0.58168,0.73877,0.184402,98.0052
1500,        159.901,0.108812,0.108644,0.566711,0.739426,0.170563,98.1115
1600,        170.736,0.108497,0.107716,0.577667,0.740189,0.158798,98.2113
1700,        181.511,0.107942,0.107914,0.57077,0.740952,0.158112,98.291
1800,        192.262,0.107874,0.1075,0.545563,0.741608,0.149597,98.3703
1900,        203.012,0.10774,0.1075,0.531113,0.742416,0.146545,98.4364
2000,        213.750,0.107423,0.107143,0.521454,0.743134,0.149857,98.5077
2100,        224.464,0.107577,0.107143,0.515121,0.743851,0.144882,98.5646
2200,        235.179,0.107539,0.107143,0.520691,0.744644,0.144745,98.6103
2300,        245.893,0.107477,0.107143,0.516037,0.745361,0.150681,98.6565
2400,        256.607,0.107412,0.107143,0.5215,0.746109,0.134384,98.7008
2500,        267.321,0.107329,0.107143,0.520935,0.746857,0.133362,98.744
2600,        278.036,0.107183,0.107143,0.49649,0.747604,0.134674,98.7886
2700,        288.719,0.107141,0.106424,0.51033,0.748337,0.142258,98.8225
2800,        299.361,0.107178,0.106424,0.482513,0.7491,0.178223,98.8398
2900,        310.071,0.107161,0.107143,0.481033,0.749847,0.155594,98.8779
3000,        320.786,0.107234,0.107143,0.494843,0.750595,0.162292,98.9137
3100,        331.500,0.107268,0.107143,0.503586,0.751358,0.153671,98.9452
3200,        342.214,0.107307,0.107143,0.507126,0.75209,0.158356,98.9744
3300,        352.929,0.107445,0.107143,0.514526,0.752838,0.16127,98.9988
3400,        363.643,0.107525,0.107143,0.519257,0.753586,0.163757,99.0188
3500,        374.357,0.107662,0.107143,0.525528,0.754349,0.163818,99.0351
3600,        385.071,0.107825,0.107143,0.528442,0.755096,0.16301,99.0461
3700,        395.806,0.107886,0.107527,0.529266,0.755859,0.143112,99.059
3800,        406.559,0.107866,0.107527,0.530289,0.756622,0.161667,99.0753
3900,        417.312,0.107931,0.107527,0.531006,0.75737,0.162994,99.0906
4000,        428.094,0.108022,0.107914,0.53093,0.758133,0.170074,99.1096
4100,        438.885,0.108047,0.107914,0.531738,0.758896,0.1604,99.1287
4200,        449.676,0.108138,0.107914,0.532562,0.759644,0.17894,99.1458
4300,        460.468,0.108232,0.107914,0.532349,0.760422,0.179474,99.1598
4400,        471.259,0.108271,0.107914,0.531952,0.761169,0.180054,99.1719
4500,        482.058,0.108336,0.108303,0.531738,0.761932,0.181473,99.184
4600,        492.888,0.108403,0.108303,0.527725,0.762711,0.186783,99.2005
